;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 18-Mar-16 11:23:35 AM
;----------------------------------------------

;Address Opcode 	ASM
____SysVT:
0x0000	0x4FFC2000  	536891388
0x1472	0x2101    MOVS	R1, #1
0x1474	0x2005    MOVS	R0, #5
0x1476	0xF7FEFEF3  BL	_show_value+0
;emrtc.c, 76 :: 		show_value(8, 1, cal_minute);
0x147A	0x4816    LDR	R0, [PC, #88]
0x147C	0x7800    LDRB	R0, [R0, #0]
0x147E	0xB2C2    UXTB	R2, R0
0x1480	0x2101    MOVS	R1, #1
0x1482	0x2008    MOVS	R0, #8
0x1484	0xF7FEFEEC  BL	_show_value+0
;emrtc.c, 77 :: 		show_value(11, 1, cal_second);
0x1488	0x4813    LDR	R0, [PC, #76]
0x148A	0x7800    LDRB	R0, [R0, #0]
0x148C	0xB2C2    UXTB	R2, R0
0x148E	0x2101    MOVS	R1, #1
0x1490	0x200B    MOVS	R0, #11
0x1492	0xF7FEFEE5  BL	_show_value+0
;emrtc.c, 78 :: 		show_value(4, 2, cal_date);
0x1496	0x4811    LDR	R0, [PC, #68]
0x1498	0x7800    LDRB	R0, [R0, #0]
0x149A	0xB2C2    UXTB	R2, R0
0x149C	0x2102    MOVS	R1, #2
0x149E	0x2004    MOVS	R0, #4
0x14A0	0xF7FEFEDE  BL	_show_value+0
;emrtc.c, 79 :: 		show_value(7, 2, cal_month);
0x14A4	0x480E    LDR	R0, [PC, #56]
0x14A6	0x7800    LDRB	R0, [R0, #0]
0x14A8	0xB2C2    UXTB	R2, R0
0x14AA	0x2102    MOVS	R1, #2
0x14AC	0x2007    MOVS	R0, #7
0x14AE	0xF7FEFED7  BL	_show_value+0
;emrtc.c, 80 :: 		show_year(10, 2, cal_year);
0x14B2	0x480C    LDR	R0, [PC, #48]
0x14B4	0x8800    LDRH	R0, [R0, #0]
0x14B6	0xB282    UXTH	R2, R0
0x14B8	0x2102    MOVS	R1, #2
0x14BA	0x200A    MOVS	R0, #10
0x14BC	0xF7FFF812  BL	_show_year+0
;emrtc.c, 81 :: 		update_time = 0;
0x14C0	0x2100    MOVS	R1, #0
0x14C2	0x4802    LDR	R0, [PC, #8]
0x14C4	0x6001    STR	R1, [R0, #0]
;emrtc.c, 82 :: 		}
L_main5:
;emrtc.c, 83 :: 		};
0x14C6	0xE7C9    B	L_main3
;emrtc.c, 84 :: 		}
L_end_main:
L__main_end_loop:
0x14C8	0xE7FE    B	L__main_end_loop
0x14CA	0xBF00    NOP
0x14CC	0x00A02200  	_update_time+0
0x14D0	0x00002000  	_cal_hour+0
0x14D4	0x00012000  	_cal_minute+0
0x14D8	0x00022000  	_cal_second+0
0x14DC	0x00032000  	_cal_date+0
0x14E0	0x00042000  	_cal_month+0
0x14E4	0x00062000  	_cal_year+0
; end of _main
___CC2DW:
;__Lib_System_101_102_103.c, 27 :: 		
0x0FBC	0xB081    SUB	SP, SP, #4
;__Lib_System_101_102_103.c, 29 :: 		
L_loopDW:
;__Lib_System_101_102_103.c, 30 :: 		
0x0FBE	0xF81C9B01  LDRB	R9, [R12], #1
;__Lib_System_101_102_103.c, 31 :: 		
0x0FC2	0xF80B9B01  STRB	R9, [R11], #1
;__Lib_System_101_102_103.c, 32 :: 		
0x0FC6	0xEBBB0F0A  CMP	R11, R10, LSL #0
;__Lib_System_101_102_103.c, 33 :: 		
0x0FCA	0xD1F8    BNE	L_loopDW
;__Lib_System_101_102_103.c, 35 :: 		
L_end___CC2DW:
0x0FCC	0xB001    ADD	SP, SP, #4
0x0FCE	0x4770    BX	LR
; end of ___CC2DW
___FillZeros:
;__Lib_System_101_102_103.c, 69 :: 		
0x1350	0xB081    SUB	SP, SP, #4
;__Lib_System_101_102_103.c, 71 :: 		
0x1352	0xF04F0900  MOV	R9, #0
;__Lib_System_101_102_103.c, 72 :: 		
0x1356	0xF04F0C00  MOV	R12, #0
;__Lib_System_101_102_103.c, 73 :: 		
0x135A	0xEBBD0F0A  CMP	SP, R10, LSL #0
;__Lib_System_101_102_103.c, 74 :: 		
0x135E	0xDC04    BGT	L_loopFZs
;__Lib_System_101_102_103.c, 75 :: 		
0x1360	0xEBBD0F0B  CMP	SP, R11, LSL #0
;__Lib_System_101_102_103.c, 76 :: 		
0x1364	0xDB01    BLT	L_loopFZs
;__Lib_System_101_102_103.c, 77 :: 		
0x1366	0x46D4    MOV	R12, R10
;__Lib_System_101_102_103.c, 78 :: 		
0x1368	0x46EA    MOV	R10, SP
;__Lib_System_101_102_103.c, 79 :: 		
L_loopFZs:
;__Lib_System_101_102_103.c, 80 :: 		
0x136A	0xF84B9B04  STR	R9, [R11], #4
;__Lib_System_101_102_103.c, 81 :: 		
0x136E	0xEBBB0F0A  CMP	R11, R10, LSL #0
;__Lib_System_101_102_103.c, 82 :: 		
0x1372	0xD1FA    BNE	L_loopFZs
;__Lib_System_101_102_103.c, 83 :: 		
0x1374	0xEBBC0F0A  CMP	R12, R10, LSL #0
;__Lib_System_101_102_103.c, 84 :: 		
0x1378	0xDD05    BLE	L_norep
;__Lib_System_101_102_103.c, 85 :: 		
0x137A	0x46E2    MOV	R10, R12
;__Lib_System_101_102_103.c, 86 :: 		
0x137C	0xF8D9B000  LDR	R11, [R9, #0]
;__Lib_System_101_102_103.c, 87 :: 		
0x1380	0xF10B0B04  ADD	R11, R11, #4
;__Lib_System_101_102_103.c, 88 :: 		
0x1384	0xE7F1    B	L_loopFZs
;__Lib_System_101_102_103.c, 89 :: 		
L_norep:
;__Lib_System_101_102_103.c, 91 :: 		
L_end___FillZeros:
0x1386	0xB001    ADD	SP, SP, #4
0x1388	0x4770    BX	LR
; end of ___FillZeros
_setup_mcu:
;emrtc.c, 87 :: 		void setup_mcu()
0x1148	0xB08D    SUB	SP, SP, #52
0x114A	0xF8CDE000  STR	LR, [SP, #0]
;emrtc.c, 89 :: 		unsigned char i = 0;
;emrtc.c, 91 :: 		setup_GPIOs();
0x114E	0xF7FFFDE9  BL	_setup_GPIOs+0
;emrtc.c, 93 :: 		Lcd_Init();
0x1152	0xF7FFFCC1  BL	_Lcd_Init+0
;emrtc.c, 94 :: 		Lcd_Cmd(_LCD_CLEAR);
0x1156	0x2001    MOVS	R0, #1
0x1158	0xF7FFFECA  BL	_Lcd_Cmd+0
;emrtc.c, 95 :: 		Lcd_Cmd(_LCD_CURSOR_OFF);
0x115C	0x200C    MOVS	R0, #12
0x115E	0xF7FFFEC7  BL	_Lcd_Cmd+0
;emrtc.c, 97 :: 		Lcd_Out(1, 4, "STM32 RTC.");
0x1162	0xF10D0B04  ADD	R11, SP, #4
0x1166	0xF10B0A0B  ADD	R10, R11, #11
0x116A	0xF8DFC080  LDR	R12, [PC, #128]
0x116E	0xF7FFFF25  BL	___CC2DW+0
0x1172	0xA801    ADD	R0, SP, #4
0x1174	0x4602    MOV	R2, R0
0x1176	0x2104    MOVS	R1, #4
0x1178	0x2001    MOVS	R0, #1
0x117A	0xF7FFFE7F  BL	_Lcd_Out+0
;emrtc.c, 98 :: 		i = RTC_init();
0x117E	0xF7FFFBDF  BL	_RTC_init+0
; i start address is: 0 (R0)
;emrtc.c, 100 :: 		switch(i)
0x1182	0xE029    B	L_setup_mcu6
; i end address is: 0 (R0)
;emrtc.c, 102 :: 		case 1:
L_setup_mcu8:
;emrtc.c, 104 :: 		lcd_out(2, 1, "RTC init. failed");
0x1184	0xF10D0B0F  ADD	R11, SP, #15
0x1188	0xF10B0A11  ADD	R10, R11, #17
0x118C	0xF8DFC060  LDR	R12, [PC, #96]
0x1190	0xF7FFFF14  BL	___CC2DW+0
0x1194	0xF10D000F  ADD	R0, SP, #15
0x1198	0x4602    MOV	R2, R0
0x119A	0x2101    MOVS	R1, #1
0x119C	0x2002    MOVS	R0, #2
0x119E	0xF7FFFE6D  BL	_Lcd_Out+0
;emrtc.c, 105 :: 		while(1);
L_setup_mcu9:
0x11A2	0xE7FE    B	L_setup_mcu9
;emrtc.c, 107 :: 		default:
L_setup_mcu11:
;emrtc.c, 109 :: 		lcd_out(2, 1, "RTC init success");
0x11A4	0xF10D0B20  ADD	R11, SP, #32
0x11A8	0xF10B0A11  ADD	R10, R11, #17
0x11AC	0xF8DFC044  LDR	R12, [PC, #68]
0x11B0	0xF7FFFF04  BL	___CC2DW+0
0x11B4	0xA808    ADD	R0, SP, #32
0x11B6	0x4602    MOV	R2, R0
0x11B8	0x2101    MOVS	R1, #1
0x11BA	0x2002    MOVS	R0, #2
0x11BC	0xF7FFFE5E  BL	_Lcd_Out+0
;emrtc.c, 110 :: 		delay_ms(2000);
0x11C0	0xF24357FF  MOVW	R7, #13823
0x11C4	0xF2C0176E  MOVT	R7, #366
L_setup_mcu12:
0x11C8	0x1E7F    SUBS	R7, R7, #1
0x11CA	0xD1FD    BNE	L_setup_mcu12
0x11CC	0xBF00    NOP
0x11CE	0xBF00    NOP
0x11D0	0xBF00    NOP
0x11D2	0xBF00    NOP
0x11D4	0xBF00    NOP
;emrtc.c, 111 :: 		break;
0x11D6	0xE002    B	L_setup_mcu7
;emrtc.c, 113 :: 		}
L_setup_mcu6:
; i start address is: 0 (R0)
0x11D8	0x2801    CMP	R0, #1
0x11DA	0xD0D3    BEQ	L_setup_mcu8
; i end address is: 0 (R0)
0x11DC	0xE7E2    B	L_setup_mcu11
L_setup_mcu7:
;emrtc.c, 115 :: 		Lcd_Cmd(_LCD_CLEAR);
0x11DE	0x2001    MOVS	R0, #1
0x11E0	0xF7FFFE86  BL	_Lcd_Cmd+0
;emrtc.c, 116 :: 		}
L_end_setup_mcu:
0x11E4	0xF8DDE000  LDR	LR, [SP, #0]
0x11E8	0xB00D    ADD	SP, SP, #52
0x11EA	0x4770    BX	LR
0x11EC	0x15D80000  	?ICS?lstr3_emrtc+0
0x11F0	0x15E30000  	?ICS?lstr4_emrtc+0
0x11F4	0x15F40000  	?ICS?lstr5_emrtc+0
; end of _setup_mcu
_setup_GPIOs:
;emrtc.c, 119 :: 		void setup_GPIOs()
0x0D24	0xB081    SUB	SP, SP, #4
;emrtc.c, 121 :: 		enable_GPIOA(true);
0x0D26	0x2101    MOVS	R1, #1
0x0D28	0x484F    LDR	R0, [PC, #316]
0x0D2A	0x6001    STR	R1, [R0, #0]
;emrtc.c, 122 :: 		setup_GPIOA(set_button_pin, digital_input);
0x0D2C	0x484F    LDR	R0, [PC, #316]
0x0D2E	0x6801    LDR	R1, [R0, #0]
0x0D30	0xF06F000F  MVN	R0, #15
0x0D34	0x4001    ANDS	R1, R0
0x0D36	0x484D    LDR	R0, [PC, #308]
0x0D38	0x6001    STR	R1, [R0, #0]
0x0D3A	0x484C    LDR	R0, [PC, #304]
0x0D3C	0x6800    LDR	R0, [R0, #0]
0x0D3E	0xF0400108  ORR	R1, R0, #8
0x0D42	0x484A    LDR	R0, [PC, #296]
0x0D44	0x6001    STR	R1, [R0, #0]
L_setup_GPIOs23:
;emrtc.c, 123 :: 		enable_pull_up_GPIOA(set_button_pin);
0x0D46	0x484A    LDR	R0, [PC, #296]
0x0D48	0x6800    LDR	R0, [R0, #0]
0x0D4A	0xF0400101  ORR	R1, R0, #1
0x0D4E	0x4848    LDR	R0, [PC, #288]
0x0D50	0x6001    STR	R1, [R0, #0]
;emrtc.c, 125 :: 		setup_GPIOA(inc_button_pin, digital_input);
0x0D52	0x4846    LDR	R0, [PC, #280]
0x0D54	0x6800    LDR	R0, [R0, #0]
0x0D56	0xF000010F  AND	R1, R0, #15
0x0D5A	0x4844    LDR	R0, [PC, #272]
0x0D5C	0x6001    STR	R1, [R0, #0]
0x0D5E	0x4843    LDR	R0, [PC, #268]
0x0D60	0x6800    LDR	R0, [R0, #0]
0x0D62	0xF0400180  ORR	R1, R0, #128
0x0D66	0x4841    LDR	R0, [PC, #260]
0x0D68	0x6001    STR	R1, [R0, #0]
L_setup_GPIOs36:
;emrtc.c, 126 :: 		enable_pull_up_GPIOA(inc_button_pin);
0x0D6A	0x4841    LDR	R0, [PC, #260]
0x0D6C	0x6800    LDR	R0, [R0, #0]
0x0D6E	0xF0400102  ORR	R1, R0, #2
0x0D72	0x483F    LDR	R0, [PC, #252]
0x0D74	0x6001    STR	R1, [R0, #0]
;emrtc.c, 128 :: 		setup_GPIOA(dec_button_pin, digital_input);
0x0D76	0x483D    LDR	R0, [PC, #244]
0x0D78	0x6801    LDR	R1, [R0, #0]
0x0D7A	0xF46F6070  MVN	R0, #3840
0x0D7E	0x4001    ANDS	R1, R0
0x0D80	0x483A    LDR	R0, [PC, #232]
0x0D82	0x6001    STR	R1, [R0, #0]
0x0D84	0x4839    LDR	R0, [PC, #228]
0x0D86	0x6800    LDR	R0, [R0, #0]
0x0D88	0xF4406100  ORR	R1, R0, #2048
0x0D8C	0x4837    LDR	R0, [PC, #220]
0x0D8E	0x6001    STR	R1, [R0, #0]
L_setup_GPIOs49:
;emrtc.c, 129 :: 		enable_pull_up_GPIOA(dec_button_pin);
0x0D90	0x4837    LDR	R0, [PC, #220]
0x0D92	0x6800    LDR	R0, [R0, #0]
0x0D94	0xF0400104  ORR	R1, R0, #4
0x0D98	0x4835    LDR	R0, [PC, #212]
0x0D9A	0x6001    STR	R1, [R0, #0]
;emrtc.c, 131 :: 		setup_GPIOA(esc_button_pin, digital_input);
0x0D9C	0x4833    LDR	R0, [PC, #204]
0x0D9E	0x6801    LDR	R1, [R0, #0]
0x0DA0	0xF64070FF  MOVW	R0, #4095
0x0DA4	0x4001    ANDS	R1, R0
0x0DA6	0x4831    LDR	R0, [PC, #196]
0x0DA8	0x6001    STR	R1, [R0, #0]
0x0DAA	0x4830    LDR	R0, [PC, #192]
0x0DAC	0x6800    LDR	R0, [R0, #0]
0x0DAE	0xF4404100  ORR	R1, R0, #32768
0x0DB2	0x482E    LDR	R0, [PC, #184]
0x0DB4	0x6001    STR	R1, [R0, #0]
L_setup_GPIOs62:
;emrtc.c, 132 :: 		enable_pull_up_GPIOA(esc_button_pin);
0x0DB6	0x482E    LDR	R0, [PC, #184]
0x0DB8	0x6800    LDR	R0, [R0, #0]
0x0DBA	0xF0400108  ORR	R1, R0, #8
0x0DBE	0x482C    LDR	R0, [PC, #176]
0x0DC0	0x6001    STR	R1, [R0, #0]
;emrtc.c, 134 :: 		enable_GPIOB(true);
0x0DC2	0x2101    MOVS	R1, #1
0x0DC4	0x482B    LDR	R0, [PC, #172]
0x0DC6	0x6001    STR	R1, [R0, #0]
;emrtc.c, 135 :: 		setup_GPIOB(10, (GPIO_PP_output | output_mode_medium_speed));
L_setup_GPIOs69:
0x0DC8	0x482B    LDR	R0, [PC, #172]
0x0DCA	0x6801    LDR	R1, [R0, #0]
0x0DCC	0xF46F6070  MVN	R0, #3840
0x0DD0	0x4001    ANDS	R1, R0
0x0DD2	0x4829    LDR	R0, [PC, #164]
0x0DD4	0x6001    STR	R1, [R0, #0]
0x0DD6	0x4828    LDR	R0, [PC, #160]
0x0DD8	0x6800    LDR	R0, [R0, #0]
0x0DDA	0xF4407180  ORR	R1, R0, #256
0x0DDE	0x4826    LDR	R0, [PC, #152]
0x0DE0	0x6001    STR	R1, [R0, #0]
;emrtc.c, 136 :: 		setup_GPIOB(11, (GPIO_PP_output | output_mode_medium_speed));
L_setup_GPIOs80:
0x0DE2	0x4825    LDR	R0, [PC, #148]
0x0DE4	0x6801    LDR	R1, [R0, #0]
0x0DE6	0xF64070FF  MOVW	R0, #4095
0x0DEA	0x4001    ANDS	R1, R0
0x0DEC	0x4822    LDR	R0, [PC, #136]
0x0DEE	0x6001    STR	R1, [R0, #0]
0x0DF0	0x4821    LDR	R0, [PC, #132]
0x0DF2	0x6800    LDR	R0, [R0, #0]
0x0DF4	0xF4405180  ORR	R1, R0, #4096
0x0DF8	0x481F    LDR	R0, [PC, #124]
0x0DFA	0x6001    STR	R1, [R0, #0]
;emrtc.c, 137 :: 		setup_GPIOB(12, (GPIO_PP_output | output_mode_medium_speed));
L_setup_GPIOs91:
0x0DFC	0x481E    LDR	R0, [PC, #120]
0x0DFE	0x6801    LDR	R1, [R0, #0]
0x0E00	0xF46F2070  MVN	R0, #983040
0x0E04	0x4001    ANDS	R1, R0
0x0E06	0x481C    LDR	R0, [PC, #112]
0x0E08	0x6001    STR	R1, [R0, #0]
0x0E0A	0x481B    LDR	R0, [PC, #108]
0x0E0C	0x6800    LDR	R0, [R0, #0]
0x0E0E	0xF4403180  ORR	R1, R0, #65536
0x0E12	0x4819    LDR	R0, [PC, #100]
0x0E14	0x6001    STR	R1, [R0, #0]
;emrtc.c, 138 :: 		setup_GPIOB(13, (GPIO_PP_output | output_mode_medium_speed));
L_setup_GPIOs102:
0x0E16	0x4818    LDR	R0, [PC, #96]
0x0E18	0x6801    LDR	R1, [R0, #0]
0x0E1A	0xF46F0070  MVN	R0, #15728640
0x0E1E	0x4001    ANDS	R1, R0
0x0E20	0x4815    LDR	R0, [PC, #84]
0x0E22	0x6001    STR	R1, [R0, #0]
0x0E24	0x4814    LDR	R0, [PC, #80]
0x0E26	0x6800    LDR	R0, [R0, #0]
0x0E28	0xF4401180  ORR	R1, R0, #1048576
0x0E2C	0x4812    LDR	R0, [PC, #72]
0x0E2E	0x6001    STR	R1, [R0, #0]
;emrtc.c, 139 :: 		setup_GPIOB(14, (GPIO_PP_output | output_mode_medium_speed));
L_setup_GPIOs113:
0x0E30	0x4811    LDR	R0, [PC, #68]
0x0E32	0x6801    LDR	R1, [R0, #0]
0x0E34	0xF06F6070  MVN	R0, #251658240
0x0E38	0x4001    ANDS	R1, R0
0x0E3A	0x480F    LDR	R0, [PC, #60]
0x0E3C	0x6001    STR	R1, [R0, #0]
0x0E3E	0x480E    LDR	R0, [PC, #56]
0x0E40	0x6800    LDR	R0, [R0, #0]
0x0E42	0xF0407180  ORR	R1, R0, #16777216
0x0E46	0x480C    LDR	R0, [PC, #48]
0x0E48	0x6001    STR	R1, [R0, #0]
;emrtc.c, 140 :: 		setup_GPIOB(15, (GPIO_PP_output | output_mode_medium_speed));
L_setup_GPIOs124:
0x0E4A	0x480B    LDR	R0, [PC, #44]
0x0E4C	0x6801    LDR	R1, [R0, #0]
0x0E4E	0xF06F4070  MVN	R0, #-268435456
0x0E52	0x4001    ANDS	R1, R0
0x0E54	0x4808    LDR	R0, [PC, #32]
0x0E56	0x6001    STR	R1, [R0, #0]
0x0E58	0x4807    LDR	R0, [PC, #28]
0x0E5A	0x6800    LDR	R0, [R0, #0]
0x0E5C	0xF0405180  ORR	R1, R0, #268435456
0x0E60	0x4805    LDR	R0, [PC, #20]
0x0E62	0x6001    STR	R1, [R0, #0]
;emrtc.c, 141 :: 		}
L_end_setup_GPIOs:
0x0E64	0xB001    ADD	SP, SP, #4
0x0E66	0x4770    BX	LR
0x0E68	0x03084242  	RCC_APB2ENRbits+0
0x0E6C	0x08004001  	GPIOA_CRL+0
0x0E70	0x080C4001  	GPIOA_ODR+0
0x0E74	0x030C4242  	RCC_APB2ENRbits+0
0x0E78	0x0C044001  	GPIOB_CRH+0
; end of _setup_GPIOs
_Lcd_Init:
;__Lib_Lcd.c, 77 :: 		
0x0AD8	0xB086    SUB	SP, SP, #24
0x0ADA	0xF8CDE000  STR	LR, [SP, #0]
;__Lib_Lcd.c, 80 :: 		
0x0ADE	0xF640400C  MOVW	R0, #lo_addr(LCD_EN+0)
;__Lib_Lcd.c, 81 :: 		
0x0AE2	0xF2C40001  MOVT	R0, #hi_addr(LCD_EN+0)
;__Lib_Lcd.c, 82 :: 		
0x0AE6	0xF04F0101  MOV	R1, #1
;__Lib_Lcd.c, 83 :: 		
0x0AEA	0xEA4F21C1  LSL	R1, R1, BitPos(LCD_EN+0)
;__Lib_Lcd.c, 85 :: 		
0x0AEE	0x4A85    LDR	R2, [PC, #532]
0x0AF0	0xB289    UXTH	R1, R1
0x0AF2	0xF7FFFD1F  BL	_GPIO_Config+0
;__Lib_Lcd.c, 88 :: 		
0x0AF6	0xF640400C  MOVW	R0, #lo_addr(LCD_RS+0)
;__Lib_Lcd.c, 89 :: 		
0x0AFA	0xF2C40001  MOVT	R0, #hi_addr(LCD_RS+0)
;__Lib_Lcd.c, 90 :: 		
0x0AFE	0xF04F0101  MOV	R1, #1
;__Lib_Lcd.c, 91 :: 		
0x0B02	0xEA4F2181  LSL	R1, R1, BitPos(LCD_RS+0)
;__Lib_Lcd.c, 93 :: 		
0x0B06	0x4A7F    LDR	R2, [PC, #508]
0x0B08	0xB289    UXTH	R1, R1
0x0B0A	0xF7FFFD13  BL	_GPIO_Config+0
;__Lib_Lcd.c, 96 :: 		
0x0B0E	0xF640400C  MOVW	R0, #lo_addr(LCD_D4+0)
;__Lib_Lcd.c, 97 :: 		
0x0B12	0xF2C40001  MOVT	R0, #hi_addr(LCD_D4+0)
;__Lib_Lcd.c, 98 :: 		
0x0B16	0xF04F0101  MOV	R1, #1
;__Lib_Lcd.c, 99 :: 		
0x0B1A	0xEA4F3101  LSL	R1, R1, BitPos(LCD_D4+0)
;__Lib_Lcd.c, 101 :: 		
0x0B1E	0x4A79    LDR	R2, [PC, #484]
0x0B20	0xB289    UXTH	R1, R1
0x0B22	0xF7FFFD07  BL	_GPIO_Config+0
;__Lib_Lcd.c, 104 :: 		
0x0B26	0xF640400C  MOVW	R0, #lo_addr(LCD_D5+0)
;__Lib_Lcd.c, 105 :: 		
0x0B2A	0xF2C40001  MOVT	R0, #hi_addr(LCD_D5+0)
;__Lib_Lcd.c, 106 :: 		
0x0B2E	0xF04F0101  MOV	R1, #1
;__Lib_Lcd.c, 107 :: 		
0x0B32	0xEA4F3141  LSL	R1, R1, BitPos(LCD_D5+0)
;__Lib_Lcd.c, 109 :: 		
0x0B36	0x4A73    LDR	R2, [PC, #460]
0x0B38	0xB289    UXTH	R1, R1
0x0B3A	0xF7FFFCFB  BL	_GPIO_Config+0
;__Lib_Lcd.c, 112 :: 		
0x0B3E	0xF640400C  MOVW	R0, #lo_addr(LCD_D6+0)
;__Lib_Lcd.c, 113 :: 		
0x0B42	0xF2C40001  MOVT	R0, #hi_addr(LCD_D6+0)
;__Lib_Lcd.c, 114 :: 		
0x0B46	0xF04F0101  MOV	R1, #1
;__Lib_Lcd.c, 115 :: 		
0x0B4A	0xEA4F3181  LSL	R1, R1, BitPos(LCD_D6+0)
;__Lib_Lcd.c, 117 :: 		
0x0B4E	0x4A6D    LDR	R2, [PC, #436]
0x0B50	0xB289    UXTH	R1, R1
0x0B52	0xF7FFFCEF  BL	_GPIO_Config+0
;__Lib_Lcd.c, 120 :: 		
